memory_used_mb,memory_total_mb,timestamp
18897,24564,2026/03/10 21:07:31.705
18897,24564,2026/03/10 21:08:31.718
18897,24564,2026/03/10 21:09:31.732
18897,24564,2026/03/10 21:10:31.745
18897,24564,2026/03/10 21:11:31.758
18897,24564,2026/03/10 21:12:31.772
18897,24564,2026/03/10 21:13:31.784
18897,24564,2026/03/10 21:14:31.799
18897,24564,2026/03/10 21:15:31.813
18897,24564,2026/03/10 21:16:31.828
18897,24564,2026/03/10 21:17:31.840
18897,24564,2026/03/10 21:18:31.853
18897,24564,2026/03/10 21:19:31.865
18897,24564,2026/03/10 21:20:31.878
18897,24564,2026/03/10 21:21:31.892
18897,24564,2026/03/10 21:22:31.904
18897,24564,2026/03/10 21:23:31.920
18897,24564,2026/03/10 21:24:31.935
18897,24564,2026/03/10 21:25:31.948
18897,24564,2026/03/10 21:26:31.962
18897,24564,2026/03/10 21:27:31.978
18897,24564,2026/03/10 21:28:31.991
18897,24564,2026/03/10 21:29:32.005
18897,24564,2026/03/10 21:30:32.018
18897,24564,2026/03/10 21:31:32.031
18897,24564,2026/03/10 21:32:32.044
18897,24564,2026/03/10 21:33:32.056
18897,24564,2026/03/10 21:34:32.071
18897,24564,2026/03/10 21:35:32.084
18897,24564,2026/03/10 21:36:32.097
18897,24564,2026/03/10 21:37:32.109
18897,24564,2026/03/10 21:38:32.121
18897,24564,2026/03/10 21:39:32.134
18897,24564,2026/03/10 21:40:32.147
18897,24564,2026/03/10 21:41:32.161
18897,24564,2026/03/10 21:42:32.173
18897,24564,2026/03/10 21:43:32.186
18897,24564,2026/03/10 21:44:32.200
18897,24564,2026/03/10 21:45:32.215
18897,24564,2026/03/10 21:46:32.230
18897,24564,2026/03/10 21:47:32.245
18897,24564,2026/03/10 21:48:32.258
18897,24564,2026/03/10 21:49:32.271
18897,24564,2026/03/10 21:50:32.285
18897,24564,2026/03/10 21:51:32.298
18897,24564,2026/03/10 21:52:32.317
18897,24564,2026/03/10 21:53:32.329
18897,24564,2026/03/10 21:54:32.343
18897,24564,2026/03/10 21:55:32.356
18897,24564,2026/03/10 21:56:32.372
18897,24564,2026/03/10 21:57:32.385
18897,24564,2026/03/10 21:58:32.399
18897,24564,2026/03/10 21:59:32.412
18897,24564,2026/03/10 22:00:32.425
18897,24564,2026/03/10 22:01:32.441
18897,24564,2026/03/10 22:02:32.454
18897,24564,2026/03/10 22:03:32.469
18897,24564,2026/03/10 22:04:32.484
18897,24564,2026/03/10 22:05:32.502
18897,24564,2026/03/10 22:06:32.515
18897,24564,2026/03/10 22:07:32.529
18897,24564,2026/03/10 22:08:32.543
18897,24564,2026/03/10 22:09:32.557
18897,24564,2026/03/10 22:10:32.571
18897,24564,2026/03/10 22:11:32.586
18897,24564,2026/03/10 22:12:32.601
18897,24564,2026/03/10 22:13:32.614
18897,24564,2026/03/10 22:14:32.629
18897,24564,2026/03/10 22:15:32.643
18897,24564,2026/03/10 22:16:32.657
18897,24564,2026/03/10 22:17:32.672
18897,24564,2026/03/10 22:18:32.687
18897,24564,2026/03/10 22:19:32.700
18897,24564,2026/03/10 22:20:32.714
18897,24564,2026/03/10 22:21:32.727
18897,24564,2026/03/10 22:22:32.744
18897,24564,2026/03/10 22:23:32.758
18897,24564,2026/03/10 22:24:32.771
18897,24564,2026/03/10 22:25:32.784
18897,24564,2026/03/10 22:26:32.801
18897,24564,2026/03/10 22:27:32.814
18897,24564,2026/03/10 22:28:32.828
18897,24564,2026/03/10 22:29:32.841
18897,24564,2026/03/10 22:30:32.854
18897,24564,2026/03/10 22:31:32.867
18897,24564,2026/03/10 22:32:32.881
18897,24564,2026/03/10 22:33:32.895
18897,24564,2026/03/10 22:34:32.910
18897,24564,2026/03/10 22:35:32.924
18897,24564,2026/03/10 22:36:32.939
18897,24564,2026/03/10 22:37:32.952
18897,24564,2026/03/10 22:38:32.967
18897,24564,2026/03/10 22:39:32.982
18897,24564,2026/03/10 22:40:32.997
18897,24564,2026/03/10 22:41:33.011
18897,24564,2026/03/10 22:42:33.025
18897,24564,2026/03/10 22:43:33.041
18897,24564,2026/03/10 22:44:33.055
18897,24564,2026/03/10 22:45:33.067
18897,24564,2026/03/10 22:46:33.081
18897,24564,2026/03/10 22:47:33.097
18897,24564,2026/03/10 22:48:33.109
18897,24564,2026/03/10 22:49:33.125
18897,24564,2026/03/10 22:50:33.140
18897,24564,2026/03/10 22:51:33.154
18897,24564,2026/03/10 22:52:33.169
18897,24564,2026/03/10 22:53:33.184
18897,24564,2026/03/10 22:54:33.198
18897,24564,2026/03/10 22:55:33.210
18897,24564,2026/03/10 22:56:33.224
18897,24564,2026/03/10 22:57:33.238
18897,24564,2026/03/10 22:58:33.251
18897,24564,2026/03/10 22:59:33.265
18897,24564,2026/03/10 23:00:33.279
18897,24564,2026/03/10 23:01:33.292
18897,24564,2026/03/10 23:02:33.304
18897,24564,2026/03/10 23:03:33.317
18897,24564,2026/03/10 23:04:33.331
18897,24564,2026/03/10 23:05:33.344
18897,24564,2026/03/10 23:06:33.360
18897,24564,2026/03/10 23:07:33.375
18897,24564,2026/03/10 23:08:33.389
18897,24564,2026/03/10 23:09:33.403
18897,24564,2026/03/10 23:10:33.417
18897,24564,2026/03/10 23:11:33.430
18897,24564,2026/03/10 23:12:33.448
18897,24564,2026/03/10 23:13:33.462
18897,24564,2026/03/10 23:14:33.477
18897,24564,2026/03/10 23:15:33.490
18897,24564,2026/03/10 23:16:33.504
18897,24564,2026/03/10 23:17:33.516
18897,24564,2026/03/10 23:18:33.529
18897,24564,2026/03/10 23:19:33.541
18897,24564,2026/03/10 23:20:33.553
18897,24564,2026/03/10 23:21:33.567
18897,24564,2026/03/10 23:22:33.579
18897,24564,2026/03/10 23:23:33.593
18897,24564,2026/03/10 23:24:33.607
18897,24564,2026/03/10 23:25:33.621
18897,24564,2026/03/10 23:26:33.635
18897,24564,2026/03/10 23:27:33.649
18897,24564,2026/03/10 23:28:33.662
18897,24564,2026/03/10 23:29:33.676
18897,24564,2026/03/10 23:30:33.688
18897,24564,2026/03/10 23:31:33.703
18897,24564,2026/03/10 23:32:33.715
18897,24564,2026/03/10 23:33:33.729
18897,24564,2026/03/10 23:34:33.744
18897,24564,2026/03/10 23:35:33.759
18897,24564,2026/03/10 23:36:33.774
18897,24564,2026/03/10 23:37:33.786
18897,24564,2026/03/10 23:38:33.799
18897,24564,2026/03/10 23:39:33.812
18897,24564,2026/03/10 23:40:33.824
18897,24564,2026/03/10 23:41:33.837
18897,24564,2026/03/10 23:42:33.850
18897,24564,2026/03/10 23:43:33.862
18897,24564,2026/03/10 23:44:33.875
18897,24564,2026/03/10 23:45:33.887
18897,24564,2026/03/10 23:46:33.901
18897,24564,2026/03/10 23:47:33.915
18897,24564,2026/03/10 23:48:33.928
18897,24564,2026/03/10 23:49:33.943
18897,24564,2026/03/10 23:50:33.956
18897,24564,2026/03/10 23:51:33.972
18897,24564,2026/03/10 23:52:33.989
18897,24564,2026/03/10 23:53:34.004
18897,24564,2026/03/10 23:54:34.016
18897,24564,2026/03/10 23:55:34.029
18897,24564,2026/03/10 23:56:34.045
18897,24564,2026/03/10 23:57:34.059
18897,24564,2026/03/10 23:58:34.074
18897,24564,2026/03/10 23:59:34.087
18897,24564,2026/03/11 00:00:34.099
18897,24564,2026/03/11 00:01:34.112
18897,24564,2026/03/11 00:02:34.126
18899,24564,2026/03/11 00:03:34.140
18899,24564,2026/03/11 00:04:34.155
18899,24564,2026/03/11 00:05:34.169
18899,24564,2026/03/11 00:06:34.183
18899,24564,2026/03/11 00:07:34.197
18899,24564,2026/03/11 00:08:34.212
18899,24564,2026/03/11 00:09:34.226
18899,24564,2026/03/11 00:10:34.240
18899,24564,2026/03/11 00:11:34.255
18899,24564,2026/03/11 00:12:34.270
18899,24564,2026/03/11 00:13:34.285
18899,24564,2026/03/11 00:14:34.298
18899,24564,2026/03/11 00:15:34.311
18899,24564,2026/03/11 00:16:34.322
18899,24564,2026/03/11 00:17:34.336
18899,24564,2026/03/11 00:18:34.351
